ComparisonID,Study1,Study2,AvgOddsRatio,ComparisonType
41773404 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0171153535386201,"Random patient, different studies"
41773404 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1061700259182077,"Random patient, different studies"
41773404 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.014541215896835,"Random patient, different studies"
41773404 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.9979014555077829,"Random patient, different studies"
41773404 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.9944719399734443,"Random patient, different studies"
41773404 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0258693834683041,"Random patient, different studies"
41773404 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.988471408540532,"Random patient, different studies"
41773404 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0459636202900107,"Random patient, different studies"
41773404 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0724368017275836,"Random patient, different studies"
41773404 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1146103538335401,"Random patient, different studies"
41773404 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0141980173588174,"Random patient, different studies"
41773404 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.9744186043760927,"Random patient, different studies"
41773404 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0131684497161422,"Random patient, different studies"
41773404 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0354851452818163,"Random patient, different studies"
41773404 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0420122099482614,"Random patient, different studies"
41773404 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0968716945099357,"Random patient, different studies"
50106280 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0579934512440743,"Random patient, different studies"
50106280 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0303333894395024,"Random patient, different studies"
50106280 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.98332923094543,"Random patient, different studies"
50106280 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.9877857243305742,"Random patient, different studies"
50106280 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0610877610896108,"Random patient, different studies"
50106280 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.988471408540532,"Random patient, different studies"
50106280 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0834467930188085,"Random patient, different studies"
50106280 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.071232874346946,"Random patient, different studies"
50106280 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0982490098155824,"Random patient, different studies"
50106280 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0258693834683041,"Random patient, different studies"
50106280 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.063150844542402,"Random patient, different studies"
50106280 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.071232874346946,"Random patient, different studies"
50106280 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1011760534390314,"Random patient, different studies"
50106280 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0442455399362058,"Random patient, different studies"
50106280 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0502593318155673,"Random patient, different studies"
50106280 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0256977066741915,"Random patient, different studies"
50106280 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0028750805284576,"Random patient, different studies"
50106280 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0471663459816714,"Random patient, different studies"
50106280 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.047338168606341,"Random patient, different studies"
50106280 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0475099923982167,"Random patient, different studies"
50106280 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0256977066741915,"Random patient, different studies"
50106280 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.105653362439033,"Random patient, different studies"
50106280 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0442455399362058,"Random patient, different studies"
50106280 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0555870273894685,"Random patient, different studies"
50106280 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.079833611900372,"Random patient, different studies"
50106280 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.075532877914129,"Random patient, different studies"
50106280 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0621192817924774,"Random patient, different studies"
50106280 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.102381404973464,"Random patient, different studies"
50106280 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0898141285126925,"Random patient, different studies"
50106280 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.05146226178082,"Random patient, different studies"
50106280 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0335960462436171,"Random patient, different studies"
50106280 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.063150844542402,"Random patient, different studies"
50106280 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.044073738319724,"Random patient, different studies"
50106280 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0875767741773281,"Random patient, different studies"
50106280 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0738127888447864,"Random patient, different studies"
50106280 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1127153417033055,"Random patient, different studies"
50106280 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0270711536781603,"Random patient, different studies"
50106280 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0894699072903617,"Random patient, different studies"
50106280 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.053868293325189,"Random patient, different studies"
50106280 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0911910601792256,"Random patient, different studies"
50106280 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1123708092614415,"Random patient, different studies"
50106280 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0927401977698203,"Random patient, different studies"
50109639 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1275346672111433,"Random patient, different studies"
50109639 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1103037129368383,"Random patient, different studies"
50109639 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1401206599539797,"Random patient, different studies"
50109639 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1061700259182077,"Random patient, different studies"
50109639 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1151271999078187,"Random patient, different studies"
50109639 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0762209462641397,"Random patient, different studies"
50109639 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1211578493717755,"Random patient, different studies"
50109639 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1251216286514218,"Random patient, different studies"
50109639 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0877488713409444,"Random patient, different studies"
50109639 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0530089700765581,"Random patient, different studies"
50109639 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.071232874346946,"Random patient, different studies"
50109639 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0865442157505354,"Random patient, different studies"
50109639 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0911910601792256,"Random patient, different studies"
50109639 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1306374827180663,"Random patient, different studies"
50109639 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.150642512309601,"Random patient, different studies"
50109639 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0426993674004448,"Random patient, different studies"
50109639 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.155301118544163,"Random patient, different studies"
50109639 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.077941198949853,"Random patient, different studies"
50109639 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1358096854263733,"Random patient, different studies"
50109639 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.150642512309601,"Random patient, different studies"
50109639 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.110475964526052,"Random patient, different studies"
50109639 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1078923135838532,"Random patient, different studies"
50109639 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0459636202900107,"Random patient, different studies"
50109639 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.9955007457230897,"Random patient, different studies"
50109639 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0001308904159885,"Random patient, different studies"
50109639 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.077425110872192,"Random patient, different studies"
50109639 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0169437362033722,"Random patient, different studies"
50109639 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.094633716811061,"Random patient, different studies"
50109639 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.090158354412673,"Random patient, different studies"
50109639 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.075532877914129,"Random patient, different studies"
50109639 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.988471408540532,"Random patient, different studies"
50109639 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.044073738319724,"Random patient, different studies"
50109639 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0865442157505354,"Random patient, different studies"
50109639 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0748448282628464,"Random patient, different studies"
50109639 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0686532227497147,"Random patient, different studies"
50109639 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0877488713409444,"Random patient, different studies"
50109639 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.993271719581759,"Random patient, different studies"
50109639 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0531808323912473,"Random patient, different studies"
50109639 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0478536434836232,"Random patient, different studies"
50109639 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0561026703772214,"Random patient, different studies"
50109639 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0788013691219858,"Random patient, different studies"
50109639 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0342829750168931,"Random patient, different studies"
65652206 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1127153417033055,"Random patient, different studies"
65652206 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1246045788276902,"Random patient, different studies"
65652206 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0554151487288321,"Random patient, different studies"
65652206 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0530089700765581,"Random patient, different studies"
65652206 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.079317485251277,"Random patient, different studies"
65652206 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0557589072177396,"Random patient, different studies"
65652206 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.077253083850521,"Random patient, different studies"
65652206 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1047922800449954,"Random patient, different studies"
65652206 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1111649825878553,"Random patient, different studies"
65652206 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0459636202900107,"Random patient, different studies"
65652206 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0875767741773281,"Random patient, different studies"
65652206 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0911910601792256,"Random patient, different studies"
65652206 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1061700259182077,"Random patient, different studies"
65652206 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.110475964526052,"Random patient, different studies"
65652206 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1013482430052992,"Random patient, different studies"
65652206 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.049571968946066,"Random patient, different studies"
65652206 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.077769168421849,"Random patient, different studies"
65652206 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1061700259182077,"Random patient, different studies"
65652206 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.077425110872192,"Random patient, different studies"
65652206 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0831026583200905,"Random patient, different studies"
65652206 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.079833611900372,"Random patient, different studies"
65652206 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1146103538335401,"Random patient, different studies"
65652206 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.103414609063979,"Random patient, different studies"
65652206 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1382237409240605,"Random patient, different studies"
65652206 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1235705108029292,"Random patient, different studies"
65652206 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1296031687097912,"Random patient, different studies"
65652206 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0984211794930216,"Random patient, different studies"
65652206 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1220194878189167,"Random patient, different studies"
65652206 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1227088196561206,"Random patient, different studies"
65652206 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.104103435193249,"Random patient, different studies"
65652206 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0899862408779721,"Random patient, different studies"
65652206 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1011760534390314,"Random patient, different studies"
65652206 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0748448282628464,"Random patient, different studies"
65652206 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1061700259182077,"Random patient, different studies"
65652206 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.113921242124271,"Random patient, different studies"
65652206 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1634125838426927,"Random patient, different studies"
65652206 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0191748524838602,"Random patient, different studies"
65652206 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1047922800449954,"Random patient, different studies"
65652206 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1039312269057218,"Random patient, different studies"
65652206 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.13805130077127,"Random patient, different studies"
65652206 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1125430748970768,"Random patient, different studies"
65652206 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1158163443970848,"Random patient, different studies"
67429065 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.165484011548427,"Random patient, different studies"
67429065 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.096355220571918,"Random patient, different studies"
67429065 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1015204337415787,"Random patient, different studies"
67429065 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1047922800449954,"Random patient, different studies"
67429065 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1439149234714427,"Random patient, different studies"
67429065 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0872325833579748,"Random patient, different studies"
67429065 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0972160163174944,"Random patient, different studies"
67429065 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1525403598012691,"Random patient, different studies"
67429065 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1449498210753637,"Random patient, different studies"
67429065 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0724368017275836,"Random patient, different studies"
67429065 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0738127888447864,"Random patient, different studies"
67429065 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1306374827180663,"Random patient, different studies"
67429065 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.113921242124271,"Random patient, different studies"
67429065 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1477097543452983,"Random patient, different studies"
67429065 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1109927263166444,"Random patient, different studies"
67429065 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.088609374698781,"Random patient, different studies"
67429065 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0937730087935442,"Random patient, different studies"
67429065 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1456397762567465,"Random patient, different studies"
67429065 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1111649825878553,"Random patient, different studies"
67429065 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1325338346063716,"Random patient, different studies"
67429065 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1111649825878553,"Random patient, different studies"
67429065 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1192623478380992,"Random patient, different studies"
67429065 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.118228497629469,"Random patient, different studies"
67429065 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1111649825878553,"Random patient, different studies"
67429065 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1244322312288983,"Random patient, different studies"
67429065 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1051367094919762,"Random patient, different studies"
67429065 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.066073834022947,"Random patient, different studies"
67429065 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1220194878189167,"Random patient, different studies"
67429065 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1115094986418514,"Random patient, different studies"
67429065 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.059368653350835,"Random patient, different studies"
67429065 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0667616453155648,"Random patient, different studies"
67429065 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0442455399362058,"Random patient, different studies"
67429065 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0686532227497147,"Random patient, different studies"
67429065 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.110475964526052,"Random patient, different studies"
67429065 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1477097543452983,"Random patient, different studies"
67429065 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1625495388287972,"Random patient, different studies"
67429065 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0488846247537214,"Random patient, different studies"
67429065 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1221918190215665,"Random patient, different studies"
67429065 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1116817584246546,"Random patient, different studies"
67429065 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1201239218794616,"Random patient, different studies"
67429065 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1299479353598674,"Random patient, different studies"
67429065 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.137878861790399,"Random patient, different studies"
68539908 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.156854177276479,"Random patient, different studies"
68539908 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1475372497231493,"Random patient, different studies"
68539908 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1651387618644358,"Random patient, different studies"
68539908 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1385686247454343,"Random patient, different studies"
68539908 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.178952410771547,"Random patient, different studies"
68539908 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1368442525149713,"Random patient, different studies"
68539908 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1385686247454343,"Random patient, different studies"
68539908 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.136671821737283,"Random patient, different studies"
68539908 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1765344799336146,"Random patient, different studies"
68539908 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1146103538335401,"Random patient, different studies"
68539908 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1127153417033055,"Random patient, different studies"
68539908 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.150642512309601,"Random patient, different studies"
68539908 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1634125838426927,"Random patient, different studies"
68539908 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1625495388287972,"Random patient, different studies"
68539908 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1159886334462876,"Random patient, different studies"
68539908 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1327062372621957,"Random patient, different studies"
68539908 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1268452041962773,"Random patient, different studies"
68539908 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.150469987755071,"Random patient, different studies"
68539908 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1333958596019948,"Random patient, different studies"
68539908 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.173253370387122,"Random patient, different studies"
68539908 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1447773352107347,"Random patient, different studies"
68539908 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1072033844738765,"Random patient, different studies"
68539908 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1075478466881974,"Random patient, different studies"
68539908 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1364993921314421,"Random patient, different studies"
68539908 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1177115883322732,"Random patient, different studies"
68539908 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1011760534390314,"Random patient, different studies"
68539908 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0806938463601938,"Random patient, different studies"
68539908 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1263281192341936,"Random patient, different studies"
68539908 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0996263999916656,"Random patient, different studies"
68539908 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0944615728682678,"Random patient, different studies"
68539908 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0531808323912473,"Random patient, different studies"
68539908 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0502593318155673,"Random patient, different studies"
68539908 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0877488713409444,"Random patient, different studies"
68539908 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1013482430052992,"Random patient, different studies"
68539908 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1109927263166444,"Random patient, different studies"
68539908 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1159886334462876,"Random patient, different studies"
68539908 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.090158354412673,"Random patient, different studies"
68539908 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1456397762567465,"Random patient, different studies"
68539908 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.116850096254066,"Random patient, different studies"
68539908 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0951501556574523,"Random patient, different studies"
68539908 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1171946895728349,"Random patient, different studies"
68539908 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0961830649320952,"Random patient, different studies"
70625336 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0645263269521696,"Random patient, different studies"
70625336 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.997729968667575,"Random patient, different studies"
70625336 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.9972155151347043,"Random patient, different studies"
